translation
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': 'Huge'}"
"{'af': 'Ek kry terug wat julle van ons gesteel het.', 'en': 'I will reclaim what you have taken from : us.'}"
"{'af': 'Ek kry terug wat julle van ons gesteel het.', 'en': 'I will reclaim what you have taken from us.'}"
"{'af': 'Imreal (""1. 2i"") gee terug 0', 'en': 'GAMMALN(2) returns , 0'}"
"{'af': 'Imreal (""1. 2i"") gee terug 0', 'en': 'GAMMALN(2) returns . 0'}"
"{'af': 'Imreal (""1. 2i"") gee terug 0', 'en': 'GAMMALN(2) : returns 0'}"
"{'af': 'Imreal (""1. 2i"") gee terug 0', 'en': 'GAMMALN(2) returns 0'}"
"{'af': 'Maak Huidige Oortjie Los', 'en': 'Detach ! Current Tab'}"
"{'af': 'Maak Huidige Oortjie Los', 'en': 'Detach : Current Tab'}"
"{'af': 'Maak Huidige Oortjie Los', 'en': '; Detach Current Tab'}"
"{'af': 'Maak Huidige Oortjie Los', 'en': 'Detach Current Tab'}"
"{'af': 'Klik om die maandkalender te wys', 'en': 'Click to view month ? calendar'}"
"{'af': 'Klik om die maandkalender te wys', 'en': '! Click ! to view month calendar'}"
"{'af': 'Klik om die maandkalender te wys', 'en': 'Click to : view month calendar'}"
"{'af': 'Klik om die maandkalender te wys', 'en': 'Click to view month calendar'}"
"{'af': '_Dokumente', 'en': ', Document head'}"
"{'af': '_Dokumente', 'en': '; Document head'}"
"{'af': '_Dokumente', 'en': 'Document : head'}"
"{'af': '_Dokumente', 'en': 'Document head'}"
"{'af': 'Jou stuk fiets het nie brieke nie!', 'en': ""Your fucking : bike's . got no brakes!""}"
"{'af': 'Jou stuk fiets het nie brieke nie!', 'en': ""Your fucking bike's got no ? brakes!""}"
"{'af': 'Jou stuk fiets het nie brieke nie!', 'en': ""Your ? fucking bike's ; got no brakes!""}"
"{'af': 'Jou stuk fiets het nie brieke nie!', 'en': ""Your fucking bike's got no brakes!""}"
"{'af': 'slaapprocess status', 'en': '? sleeping'}"
"{'af': 'slaapprocess status', 'en': '? sleeping'}"
"{'af': 'slaapprocess status', 'en': '; sleeping'}"
"{'af': 'slaapprocess status', 'en': 'sleeping'}"
"{'af': 'Opm_erking:', 'en': '; Comm_ent:'}"
"{'af': 'Opm_erking:', 'en': ', Comm_ent:'}"
"{'af': 'Opm_erking:', 'en': '! Comm_ent:'}"
"{'af': 'Opm_erking:', 'en': 'Comm_ent:'}"
"{'af': 'Regterkantste gesentreerde paneel', 'en': ': Right Centered Panel'}"
"{'af': 'Regterkantste gesentreerde paneel', 'en': 'Right Centered ? Panel'}"
"{'af': 'Regterkantste gesentreerde paneel', 'en': 'Right Centered ! Panel'}"
"{'af': 'Regterkantste gesentreerde paneel', 'en': 'Right Centered Panel'}"
"{'af': 'Opmerking:', 'en': '. Comment:'}"
"{'af': 'Opmerking:', 'en': '; Comment:'}"
"{'af': 'Opmerking:', 'en': ': Comment:'}"
"{'af': 'Opmerking:', 'en': 'Comment:'}"
"{'af': 'Verbinding na Bediener Gesluit Onverwags', 'en': 'Connection . to Server Closed Unexpectedly'}"
"{'af': 'Verbinding na Bediener Gesluit Onverwags', 'en': 'Connection , to Server Closed ! Unexpectedly'}"
"{'af': 'Verbinding na Bediener Gesluit Onverwags', 'en': '! Connection to Server Closed Unexpectedly'}"
"{'af': 'Verbinding na Bediener Gesluit Onverwags', 'en': 'Connection to Server Closed Unexpectedly'}"
"{'af': 'A-M_BAR_Tsjeggies', 'en': ', A-M_BAR_Czech'}"
"{'af': 'A-M_BAR_Tsjeggies', 'en': '? A-M_BAR_Czech'}"
"{'af': 'A-M_BAR_Tsjeggies', 'en': '? A-M_BAR_Czech'}"
"{'af': 'A-M_BAR_Tsjeggies', 'en': 'A-M_BAR_Czech'}"
"{'af': '-Het jy my Brecht-boek gesien?', 'en': '-Have you seen ? my Brecht , book?'}"
"{'af': '-Het jy my Brecht-boek gesien?', 'en': '. -Have you seen ; my Brecht book?'}"
"{'af': '-Het jy my Brecht-boek gesien?', 'en': '; -Have you seen ; my Brecht book?'}"
"{'af': '-Het jy my Brecht-boek gesien?', 'en': '-Have you seen my Brecht book?'}"
"{'af': '_Druk...', 'en': '; _Print...'}"
"{'af': '_Druk...', 'en': '? _Print...'}"
"{'af': '_Druk...', 'en': ', _Print...'}"
"{'af': '_Druk...', 'en': '_Print...'}"
"{'af': 'Verander die sigbaarheid van die sypaneel in huidige venster', 'en': 'Changes the visibility of the side pane ; in . the : current window'}"
"{'af': 'Verander die sigbaarheid van die sypaneel in huidige venster', 'en': 'Changes ! the : visibility of the side pane in the current window'}"
"{'af': 'Verander die sigbaarheid van die sypaneel in huidige venster', 'en': 'Changes : the visibility of the side pane in the current window'}"
"{'af': 'Verander die sigbaarheid van die sypaneel in huidige venster', 'en': 'Changes the visibility of the side pane in the current window'}"
"{'af': '2chess-rank', 'en': '. 2'}"
"{'af': '2chess-rank', 'en': '! 2'}"
"{'af': '2chess-rank', 'en': ', 2'}"
"{'af': '2chess-rank', 'en': '2'}"
"{'af': 'Vlak drie', 'en': '? Level three'}"
"{'af': 'Vlak drie', 'en': ', Level three'}"
"{'af': 'Vlak drie', 'en': ', Level three'}"
"{'af': 'Vlak drie', 'en': 'Level three'}"
"{'af': '(c) 2000- 2004 Die Kate Deel Outeure', 'en': ': (c) 2000-2008 The Kate : Authors'}"
"{'af': '(c) 2000- 2004 Die Kate Deel Outeure', 'en': '(c) 2000-2008 The Kate ! Authors'}"
"{'af': '(c) 2000- 2004 Die Kate Deel Outeure', 'en': '(c) 2000-2008 ? The Kate Authors'}"
"{'af': '(c) 2000- 2004 Die Kate Deel Outeure', 'en': '(c) 2000-2008 The Kate Authors'}"
"{'af': 'Ki_es...', 'en': '. S_elect...'}"
"{'af': 'Ki_es...', 'en': ': S_elect...'}"
"{'af': 'Ki_es...', 'en': '! S_elect...'}"
"{'af': 'Ki_es...', 'en': 'S_elect...'}"
"{'af': 'BahrainCity in Colombia', 'en': 'Fort : McPherson'}"
"{'af': 'BahrainCity in Colombia', 'en': '! Fort McPherson'}"
"{'af': 'BahrainCity in Colombia', 'en': '. Fort McPherson'}"
"{'af': 'BahrainCity in Colombia', 'en': 'Fort McPherson'}"
"{'af': 'Lêernaam:', 'en': '! _Filename:'}"
"{'af': 'Lêernaam:', 'en': '; _Filename:'}"
"{'af': 'Lêernaam:', 'en': '? _Filename:'}"
"{'af': 'Lêernaam:', 'en': '_Filename:'}"
"{'af': '""Staatsveiligheid in produksie""', 'en': '""Stasi into ! Production.""'}"
"{'af': '""Staatsveiligheid in produksie""', 'en': '? ""Stasi into Production.""'}"
"{'af': '""Staatsveiligheid in produksie""', 'en': '? ""Stasi into Production.""'}"
"{'af': '""Staatsveiligheid in produksie""', 'en': '""Stasi into Production.""'}"
"{'af': 'Speel tans', 'en': '? _Keep Playing'}"
"{'af': 'Speel tans', 'en': ', _Keep Playing'}"
"{'af': 'Speel tans', 'en': '_Keep ! Playing'}"
"{'af': 'Speel tans', 'en': '_Keep Playing'}"
"{'af': 'Voeg ""%s"" in', 'en': 'Insert : ""%s""'}"
"{'af': 'Voeg ""%s"" in', 'en': 'Insert : ""%s""'}"
"{'af': 'Voeg ""%s"" in', 'en': ', Insert ""%s""'}"
"{'af': 'Voeg ""%s"" in', 'en': 'Insert ""%s""'}"
"{'af': 'Die string wat die gebruiker geselekteer het toe die miniprogram die vorige keer gebruik is. Die string sal vertoon word wanneer die gebruiker die miniprogram laai.', 'en': 'The string that the user ; had , selected when the applet was last used. This string will be displayed . when the user starts the applet.'}"
"{'af': 'Die string wat die gebruiker geselekteer het toe die miniprogram die vorige keer gebruik is. Die string sal vertoon word wanneer die gebruiker die miniprogram laai.', 'en': 'The string that the user had selected when the applet was last used. This string will be displayed when : the user ? starts the applet.'}"
"{'af': 'Die string wat die gebruiker geselekteer het toe die miniprogram die vorige keer gebruik is. Die string sal vertoon word wanneer die gebruiker die miniprogram laai.', 'en': 'The string , that the user , had selected when the applet was last used. This string will be displayed when the ? user starts the applet.'}"
"{'af': 'Die string wat die gebruiker geselekteer het toe die miniprogram die vorige keer gebruik is. Die string sal vertoon word wanneer die gebruiker die miniprogram laai.', 'en': 'The string that the user had selected when the applet was last used. This string will be displayed when the user starts the applet.'}"
"{'af': 'Zoom', 'en': ': Zoom'}"
"{'af': 'Zoom', 'en': '; Zoom'}"
"{'af': 'Zoom', 'en': '? Zoom'}"
"{'af': 'Zoom', 'en': 'Zoom'}"
"{'af': 'B II voorskou', 'en': 'B ? II preview'}"
"{'af': 'B II voorskou', 'en': 'B ; II preview'}"
"{'af': 'B II voorskou', 'en': 'B ? II preview'}"
"{'af': 'B II voorskou', 'en': 'B II preview'}"
"{'af': 'Klasiek', 'en': '. Classic'}"
"{'af': 'Klasiek', 'en': '. Classic'}"
"{'af': 'Klasiek', 'en': '; Classic'}"
"{'af': 'Klasiek', 'en': 'Classic'}"
"{'af': 'Lys', 'en': ', 13th Last'}"
"{'af': 'Lys', 'en': '13th ? Last'}"
"{'af': 'Lys', 'en': '! 13th Last'}"
"{'af': 'Lys', 'en': '13th Last'}"
"{'af': 'Handtekening bestaan reeds', 'en': 'Signature , Already Exists'}"
"{'af': 'Handtekening bestaan reeds', 'en': 'Signature ? Already Exists'}"
"{'af': 'Handtekening bestaan reeds', 'en': 'Signature Already ; Exists'}"
"{'af': 'Handtekening bestaan reeds', 'en': 'Signature Already Exists'}"
"{'af': 'Gaan v_oort', 'en': '; C_ontinue'}"
"{'af': 'Gaan v_oort', 'en': '. C_ontinue'}"
"{'af': 'Gaan v_oort', 'en': ': C_ontinue'}"
"{'af': 'Gaan v_oort', 'en': 'C_ontinue'}"
"{'af': 'Vingerafdruk', 'en': ', Fingerprint'}"
"{'af': 'Vingerafdruk', 'en': '? Fingerprint'}"
"{'af': 'Vingerafdruk', 'en': ', Fingerprint'}"
"{'af': 'Vingerafdruk', 'en': 'Fingerprint'}"
"{'af': 'Kom dit jou bekend vir?', 'en': ': Does this , look familiar?'}"
"{'af': 'Kom dit jou bekend vir?', 'en': '? Does ? this look familiar?'}"
"{'af': 'Kom dit jou bekend vir?', 'en': 'Does this ; look familiar?'}"
"{'af': 'Kom dit jou bekend vir?', 'en': 'Does this look familiar?'}"
"{'af': 'Y :', 'en': 'Y ; :'}"
"{'af': 'Y :', 'en': 'Y , :'}"
"{'af': 'Y :', 'en': 'Y ? :'}"
"{'af': 'Y :', 'en': 'Y :'}"
"{'af': 'Dag', 'en': 'All : Day'}"
"{'af': 'Dag', 'en': 'All ? Day'}"
"{'af': 'Dag', 'en': 'All ? Day'}"
"{'af': 'Dag', 'en': 'All Day'}"
"{'af': 'Tamuz', 'en': 'of ! Pao'}"
"{'af': 'Tamuz', 'en': 'of : Pao'}"
"{'af': 'Tamuz', 'en': '! of Pao'}"
"{'af': 'Tamuz', 'en': 'of Pao'}"
"{'af': 'rooi speler wen die rondte', 'en': '; red player ! won the round'}"
"{'af': 'rooi speler wen die rondte', 'en': 'red player won . the , round'}"
"{'af': 'rooi speler wen die rondte', 'en': 'red player won ! the round'}"
"{'af': 'rooi speler wen die rondte', 'en': 'red player won the round'}"
"{'af': 'Klank:', 'en': ', Sound'}"
"{'af': 'Klank:', 'en': '! Sound'}"
"{'af': 'Klank:', 'en': ', Sound'}"
"{'af': 'Klank:', 'en': 'Sound'}"
"{'af': ""Ek is 'n partylid, verstaan jy?"", 'en': ', I am a . cadre in the Party. , Do you . understand?'}"
"{'af': ""Ek is 'n partylid, verstaan jy?"", 'en': 'I am a cadre ? in the Party. Do you understand?'}"
"{'af': ""Ek is 'n partylid, verstaan jy?"", 'en': '. I am a cadre in the Party. ! Do ? you ! understand?'}"
"{'af': ""Ek is 'n partylid, verstaan jy?"", 'en': 'I am a cadre in the Party. Do you understand?'}"
"{'af': 'Skryf tans videoskyf', 'en': ', Burning video disc'}"
"{'af': 'Skryf tans videoskyf', 'en': ', Burning video disc'}"
"{'af': 'Skryf tans videoskyf', 'en': 'Burning video ? disc'}"
"{'af': 'Skryf tans videoskyf', 'en': 'Burning video disc'}"
"{'af': 'Klokkie word gelui in die nie- sigbare sessieName', 'en': 'Bell ; emitted within a . non-visible session'}"
"{'af': 'Klokkie word gelui in die nie- sigbare sessieName', 'en': '? Bell emitted : within a non-visible session'}"
"{'af': 'Klokkie word gelui in die nie- sigbare sessieName', 'en': 'Bell emitted within a non-visible ; session'}"
"{'af': 'Klokkie word gelui in die nie- sigbare sessieName', 'en': 'Bell emitted within a non-visible session'}"
"{'af': 'Versoek antwoord', 'en': 'Request : response'}"
"{'af': 'Versoek antwoord', 'en': '? Request response'}"
"{'af': 'Versoek antwoord', 'en': 'Request ? response'}"
"{'af': 'Versoek antwoord', 'en': 'Request response'}"
"{'af': 'TLS nie beskikbaar nie', 'en': '? TLS not available'}"
"{'af': 'TLS nie beskikbaar nie', 'en': '? TLS not available'}"
"{'af': 'TLS nie beskikbaar nie', 'en': 'TLS not . available'}"
"{'af': 'TLS nie beskikbaar nie', 'en': 'TLS not available'}"
"{'af': 'Nuwe boodskap@ title Message template', 'en': '; New Message'}"
"{'af': 'Nuwe boodskap@ title Message template', 'en': '! New Message'}"
"{'af': 'Nuwe boodskap@ title Message template', 'en': ': New Message'}"
"{'af': 'Nuwe boodskap@ title Message template', 'en': 'New Message'}"
"{'af': 'Bahreinse dinar', 'en': '. Bahraini Dinar'}"
"{'af': 'Bahreinse dinar', 'en': 'Bahraini : Dinar'}"
"{'af': 'Bahreinse dinar', 'en': ': Bahraini Dinar'}"
"{'af': 'Bahreinse dinar', 'en': 'Bahraini Dinar'}"
"{'af': 'Kon nie genereer sertifikaat', 'en': 'It seems another Kleopatra is running ? ( , with process-id %1 ? )'}"
"{'af': 'Kon nie genereer sertifikaat', 'en': ': It seems ? another Kleopatra : is ? running ( with process-id %1 )'}"
"{'af': 'Kon nie genereer sertifikaat', 'en': '! It : seems another Kleopatra is running ; ( with process-id %1 ! )'}"
"{'af': 'Kon nie genereer sertifikaat', 'en': 'It seems another Kleopatra is running ( with process-id %1 )'}"
"{'af': 'String Karakter', 'en': 'Starting . GUI'}"
"{'af': 'String Karakter', 'en': '? Starting GUI'}"
"{'af': 'String Karakter', 'en': 'Starting ; GUI'}"
"{'af': 'String Karakter', 'en': 'Starting GUI'}"
"{'af': 'Saudi ArabiÃ«Name', 'en': 'Thai . Baht'}"
"{'af': 'Saudi ArabiÃ«Name', 'en': 'Thai ! Baht'}"
"{'af': 'Saudi ArabiÃ«Name', 'en': 'Thai ; Baht'}"
"{'af': 'Saudi ArabiÃ«Name', 'en': 'Thai Baht'}"
"{'af': 'Vergroot (vertikaal slegs)', 'en': 'Maximize , (vertical only)'}"
"{'af': 'Vergroot (vertikaal slegs)', 'en': 'Maximize : (vertical only)'}"
"{'af': 'Vergroot (vertikaal slegs)', 'en': 'Maximize (vertical ; only)'}"
"{'af': 'Vergroot (vertikaal slegs)', 'en': 'Maximize (vertical only)'}"
"{'af': 'Om die rolle om te draai.. dit word nooit gedoen nie', 'en': ""Alternating the roles... ; that's : never been done.""}"
"{'af': 'Om die rolle om te draai.. dit word nooit gedoen nie', 'en': ""Alternating ! the roles... : that's , never been done.""}"
"{'af': 'Om die rolle om te draai.. dit word nooit gedoen nie', 'en': ""Alternating the roles... that's never been ? done.""}"
"{'af': 'Om die rolle om te draai.. dit word nooit gedoen nie', 'en': ""Alternating the roles... that's never been done.""}"
"{'af': 'Wys die tweede tydsone', 'en': 'Show ! the memo preview pane'}"
"{'af': 'Wys die tweede tydsone', 'en': 'Show the ! memo preview pane'}"
"{'af': 'Wys die tweede tydsone', 'en': '! Show : the memo preview pane'}"
"{'af': 'Wys die tweede tydsone', 'en': 'Show the memo preview pane'}"
"{'af': 'Voeg _aanhegsel by...', 'en': 'A_dd ? Attachment...'}"
"{'af': 'Voeg _aanhegsel by...', 'en': 'A_dd : Attachment...'}"
"{'af': 'Voeg _aanhegsel by...', 'en': 'A_dd . Attachment...'}"
"{'af': 'Voeg _aanhegsel by...', 'en': 'A_dd Attachment...'}"
"{'af': 'Ek moet weer met jou ma praat.', 'en': 'Then : I can have another chat ! with your ! mother , as well.'}"
"{'af': 'Ek moet weer met jou ma praat.', 'en': 'Then I can have another chat ? with your mother as well.'}"
"{'af': 'Ek moet weer met jou ma praat.', 'en': 'Then I can have another . chat with your mother as well.'}"
"{'af': 'Ek moet weer met jou ma praat.', 'en': 'Then I can have another chat with your mother as well.'}"
"{'af': 'Hier Lightning 1, mag ek die honde loslaat?', 'en': 'Northcom, Lightning 1, request... - ? ...permission to unleash the hounds.'}"
"{'af': 'Hier Lightning 1, mag ek die honde loslaat?', 'en': 'Northcom, Lightning 1, ! request... - ...permission to , unleash the hounds.'}"
"{'af': 'Hier Lightning 1, mag ek die honde loslaat?', 'en': 'Northcom, ? Lightning , 1, request... - ...permission to unleash : the hounds.'}"
"{'af': 'Hier Lightning 1, mag ek die honde loslaat?', 'en': 'Northcom, Lightning 1, request... - ...permission to unleash the hounds.'}"
"{'af': 'Verstek Lys', 'en': ': Default List'}"
"{'af': 'Verstek Lys', 'en': '? Default List'}"
"{'af': 'Verstek Lys', 'en': '; Default List'}"
"{'af': 'Verstek Lys', 'en': 'Default List'}"
"{'af': 'Vertoon ikoon slegs', 'en': 'Show : icon only'}"
"{'af': 'Vertoon ikoon slegs', 'en': 'Show icon ? only'}"
"{'af': 'Vertoon ikoon slegs', 'en': 'Show icon , only'}"
"{'af': 'Vertoon ikoon slegs', 'en': 'Show icon only'}"
"{'af': ""Deel 'n ry"", 'en': 'Deal a : row'}"
"{'af': ""Deel 'n ry"", 'en': 'Deal ? a row'}"
"{'af': ""Deel 'n ry"", 'en': 'Deal ? a row'}"
"{'af': ""Deel 'n ry"", 'en': 'Deal a row'}"
"{'af': 'By ons!', 'en': 'With . us!'}"
"{'af': 'By ons!', 'en': '; With us!'}"
"{'af': 'By ons!', 'en': '? With us!'}"
"{'af': 'By ons!', 'en': 'With us!'}"
"{'af': 'Die spel is opgegee', 'en': 'The ; game has been abandoned'}"
"{'af': 'Die spel is opgegee', 'en': 'The ! game has been . abandoned'}"
"{'af': 'Die spel is opgegee', 'en': ': The game has ; been abandoned'}"
"{'af': 'Die spel is opgegee', 'en': 'The game has been abandoned'}"
"{'af': 'Jy speel Alceste, maar behou jou eie norme.', 'en': ""You're playing Alceste , whilst ? retaining your scruples.""}"
"{'af': 'Jy speel Alceste, maar behou jou eie norme.', 'en': ""You're playing Alceste whilst retaining , your ; scruples.""}"
"{'af': 'Jy speel Alceste, maar behou jou eie norme.', 'en': ""You're : playing Alceste whilst retaining your scruples.""}"
"{'af': 'Jy speel Alceste, maar behou jou eie norme.', 'en': ""You're playing Alceste whilst retaining your scruples.""}"
"{'af': 'Kaap Dalk magCity in Quebec Canada', 'en': '? Rotanev'}"
"{'af': 'Kaap Dalk magCity in Quebec Canada', 'en': '. Rotanev'}"
"{'af': 'Kaap Dalk magCity in Quebec Canada', 'en': '; Rotanev'}"
"{'af': 'Kaap Dalk magCity in Quebec Canada', 'en': 'Rotanev'}"
"{'af': 'Gaan ek met jou saam?', 'en': ', What of me? Am I going : with ? you?'}"
"{'af': 'Gaan ek met jou saam?', 'en': 'What of me? : Am : I going with ? you?'}"
"{'af': 'Gaan ek met jou saam?', 'en': 'What of ! me? Am I ! going ? with you?'}"
"{'af': 'Gaan ek met jou saam?', 'en': 'What of me? Am I going with you?'}"
"{'af': 'Imargument ( "" 12 "" ) gee terug "" # Afdeling/ 0 ""', 'en': 'IMARGUMENT(""12 "" ) ! returns . "" #Div/ 0 ""'}"
"{'af': 'Imargument ( "" 12 "" ) gee terug "" # Afdeling/ 0 ""', 'en': 'IMARGUMENT(""12 "" ) returns "" #Div/ , 0 : ""'}"
"{'af': 'Imargument ( "" 12 "" ) gee terug "" # Afdeling/ 0 ""', 'en': 'IMARGUMENT(""12 "" : ) , returns "" . #Div/ 0 ""'}"
"{'af': 'Imargument ( "" 12 "" ) gee terug "" # Afdeling/ 0 ""', 'en': 'IMARGUMENT(""12 "" ) returns "" #Div/ 0 ""'}"
"{'af': 'Bly weg!', 'en': 'Keep : away!'}"
"{'af': 'Bly weg!', 'en': 'Keep . away!'}"
"{'af': 'Bly weg!', 'en': '! Keep away!'}"
"{'af': 'Bly weg!', 'en': 'Keep away!'}"
"{'af': 'Medium Pers1color', 'en': '! MediumPurple1'}"
"{'af': 'Medium Pers1color', 'en': ': MediumPurple1'}"
"{'af': 'Medium Pers1color', 'en': '. MediumPurple1'}"
"{'af': 'Medium Pers1color', 'en': 'MediumPurple1'}"
"{'af': '- Hulle veg tot die dood toe', 'en': ""; Gilles, they'll fight to : the : death, I know it.""}"
"{'af': '- Hulle veg tot die dood toe', 'en': ""Gilles, : they'll fight to the death, I . know it.""}"
