translation
"{'en': 'GNOME', 'cy': 'GNOME'}"
"{'en': 'Guilmer', 'cy': 'Gilmer'}"
"{'en': 'Gilmer\n', 'cy': 'Gilmer'}"
"{'en': 'Gilmer\n', 'cy': 'Gilmer'}"
"{'en': 'Install again', 'cy': 'Arsefydlu'}"
"{'en': 'Install again\n', 'cy': 'Arsefydlu'}"
"{'en': 'Install again\n', 'cy': 'Arsefydlu'}"
"{'en': 'Dnipro', 'cy': 'ukraine. kgm'}"
"{'en': 'Dnipro\n', 'cy': 'ukraine. kgm'}"
"{'en': 'Dnipro\n', 'cy': 'ukraine. kgm'}"
"{'en': 'Moving forward', 'cy': 'Neidio ymlaen'}"
"{'en': 'Skip forward\n', 'cy': 'Neidio ymlaen'}"
"{'en': 'Skip forward\n', 'cy': 'Neidio ymlaen'}"
"{'en': 'Mr. Robinson, Secretary-General of the Food and Agriculture Organization of the United Nations', 'cy': 'Robinson'}"
"{'en': 'Robinson\n', 'cy': 'Robinson'}"
"{'en': 'Robinson\n', 'cy': 'Robinson'}"
"{'en': 'Sender', 'cy': 'Ebostiwr'}"
"{'en': 'Mailer\n', 'cy': 'Ebostiwr'}"
"{'en': 'Mailer\n', 'cy': 'Ebostiwr'}"
"{'en': 'Eastern Amazons', 'cy': 'Pastaza/Río AmazonasBrasília TimeBrazil'}"
"{'en': 'East Amazonas\n', 'cy': 'Pastaza/Río AmazonasBrasília TimeBrazil'}"
"{'en': 'East Amazonas\n', 'cy': 'Pastaza/Río AmazonasBrasília TimeBrazil'}"
"{'en': 'Guernsey', 'cy': 'Guernsey'}"
"{'en': 'Guernsey\n', 'cy': 'Guernsey'}"
"{'en': 'Guernsey\n', 'cy': 'Guernsey'}"
"{'en': 'The hook', 'cy': 'Seibio (Pause) Ethiopian weekday 5 - LongDayName'}"
"{'en': 'Hamus\n', 'cy': 'Seibio (Pause) Ethiopian weekday 5 - LongDayName'}"
"{'en': 'Hamus\n', 'cy': 'Seibio (Pause) Ethiopian weekday 5 - LongDayName'}"
"{'en': 'New', 'cy': 'Newydd'}"
"{'en': 'New\n', 'cy': 'Newydd'}"
"{'en': 'New\n', 'cy': 'Newydd'}"
"{'en': 'Zoom out', 'cy': 'Crebachu'}"
"{'en': 'Zoom Out\n', 'cy': 'Crebachu'}"
"{'en': 'Zoom Out\n', 'cy': 'Crebachu'}"
"{'en': 'Fort Dodge', 'cy': 'Fort Dodge'}"
"{'en': 'Fort Dodge\n', 'cy': 'Fort Dodge'}"
"{'en': 'Fort Dodge\n', 'cy': 'Fort Dodge'}"
"{'en': 'Bengali', 'cy': 'Belarwsiaidd'}"
"{'en': 'Bengali\n', 'cy': 'Belarwsiaidd'}"
"{'en': 'Bengali\n', 'cy': 'Belarwsiaidd'}"
"{'en': 'Special', 'cy': 'Arbennig'}"
"{'en': 'Special\n', 'cy': 'Arbennig'}"
"{'en': 'Special\n', 'cy': 'Arbennig'}"
"{'en': 'New appointment', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'New Appointment\n', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'New Appointment\n', 'cy': 'Apwyntiad Newydd'}"
"{'en': 'khaki', 'cy': 'cacicolor'}"
"{'en': 'khaki\n', 'cy': 'cacicolor'}"
"{'en': 'khaki\n', 'cy': 'cacicolor'}"
"{'en': 'Cognac', 'cy': 'Cognac'}"
"{'en': 'Cognac\n', 'cy': 'Cognac'}"
"{'en': 'Cognac\n', 'cy': 'Cognac'}"
"{'en': 'Sliač', 'cy': 'Sliač'}"
"{'en': 'Sliač\n', 'cy': 'Sliač'}"
"{'en': 'Sliač\n', 'cy': 'Sliač'}"
"{'en': 'Bloomington', 'cy': 'Bloomington'}"
"{'en': 'Bloomington\n', 'cy': 'Bloomington'}"
"{'en': 'Bloomington\n', 'cy': 'Bloomington'}"
"{'en': 'Pasta', 'cy': '_Gludo'}"
"{'en': 'Paste\n', 'cy': '_Gludo'}"
"{'en': 'Paste\n', 'cy': '_Gludo'}"
"{'en': 'United States of America', 'cy': 'Los Angeles'}"
"{'en': 'Angeles\n', 'cy': 'Los Angeles'}"
"{'en': 'Angeles\n', 'cy': 'Los Angeles'}"
"{'en': 'Pasta', 'cy': 'Plethu'}"
"{'en': 'Plait\n', 'cy': 'Plethu'}"
"{'en': 'Plait\n', 'cy': 'Plethu'}"
"{'en': 'Pori', 'cy': 'PoriCity name (optional, probably does not need a translation)'}"
"{'en': 'Pori\n', 'cy': 'PoriCity name (optional, probably does not need a translation)'}"
"{'en': 'Pori\n', 'cy': 'PoriCity name (optional, probably does not need a translation)'}"
"{'en': 'French Guiana', 'cy': 'Guyane Ffrengig'}"
"{'en': 'French Guiana\n', 'cy': 'Guyane Ffrengig'}"
"{'en': 'French Guiana\n', 'cy': 'Guyane Ffrengig'}"
"{'en': 'Kazakh', 'cy': 'KazakhName'}"
"{'en': 'Kazakh\n', 'cy': 'KazakhName'}"
"{'en': 'Kazakh\n', 'cy': 'KazakhName'}"
"{'en': 'Editing', 'cy': 'Golygu'}"
"{'en': 'Editing\n', 'cy': 'Golygu'}"
"{'en': 'Editing\n', 'cy': 'Golygu'}"
"{'en': 'South-South', 'cy': 'Southend'}"
"{'en': 'Southend\n', 'cy': 'Southend'}"
"{'en': 'Southend\n', 'cy': 'Southend'}"
"{'en': 'Small rock', 'cy': 'Little Rock AFB'}"
"{'en': 'Little Rock\n', 'cy': 'Little Rock AFB'}"
"{'en': 'Little Rock\n', 'cy': 'Little Rock AFB'}"
"{'en': 'Human actors', 'cy': 'Chwaraewyr Dynol'}"
"{'en': 'Human Players\n', 'cy': 'Chwaraewyr Dynol'}"
"{'en': 'Human Players\n', 'cy': 'Chwaraewyr Dynol'}"
"{'en': 'Sabirabad', 'cy': 'Sawdi- Arabiaeurope. kgm'}"
"{'en': 'Sabirabad\n', 'cy': 'Sawdi- Arabiaeurope. kgm'}"
"{'en': 'Sabirabad\n', 'cy': 'Sawdi- Arabiaeurope. kgm'}"
"{'en': 'Edit Location', 'cy': 'Golygu Lleoliad'}"
"{'en': 'Edit Location\n', 'cy': 'Golygu Lleoliad'}"
"{'en': 'Edit Location\n', 'cy': 'Golygu Lleoliad'}"
"{'en': 'Current Player', 'cy': 'Chwaraewyr Dynol'}"
"{'en': 'Current Player\n', 'cy': 'Chwaraewyr Dynol'}"
"{'en': 'Current Player\n', 'cy': 'Chwaraewyr Dynol'}"
"{'en': 'Norway', 'cy': 'NorwyStencils'}"
"{'en': 'Norway\n', 'cy': 'NorwyStencils'}"
"{'en': 'Norway\n', 'cy': 'NorwyStencils'}"
"{'en': 'Cedi', 'cy': 'Sedi'}"
"{'en': 'Cedi\n', 'cy': 'Sedi'}"
"{'en': 'Cedi\n', 'cy': 'Sedi'}"
"{'en': 'Inner Mongolia', 'cy': 'Mongolia Mewnol'}"
"{'en': 'Inner Mongolia\n', 'cy': 'Mongolia Mewnol'}"
"{'en': 'Inner Mongolia\n', 'cy': 'Mongolia Mewnol'}"
"{'en': 'Boca Raton', 'cy': 'Boca Raton'}"
"{'en': 'Boca Raton\n', 'cy': 'Boca Raton'}"
"{'en': 'Boca Raton\n', 'cy': 'Boca Raton'}"
"{'en': 'Traditional Chinese', 'cy': 'Tsieinëeg Draddodiadol'}"
"{'en': 'Chinese Traditional\n', 'cy': 'Tsieinëeg Draddodiadol'}"
"{'en': 'Chinese Traditional\n', 'cy': 'Tsieinëeg Draddodiadol'}"
"{'en': 'Rainbow', 'cy': 'Rhes'}"
"{'en': 'Rainbow\n', 'cy': 'Rhes'}"
"{'en': 'Rainbow\n', 'cy': 'Rhes'}"
"{'en': 'Unstable', 'cy': 'Ansefydlog'}"
"{'en': 'Unstable\n', 'cy': 'Ansefydlog'}"
"{'en': 'Unstable\n', 'cy': 'Ansefydlog'}"
"{'en': 'Durham', 'cy': 'Durham'}"
"{'en': 'Durham\n', 'cy': 'Durham'}"
"{'en': 'Durham\n', 'cy': 'Durham'}"
"{'en': 'Lille', 'cy': 'Lille'}"
"{'en': 'Lille\n', 'cy': 'Lille'}"
"{'en': 'Lille\n', 'cy': 'Lille'}"
"{'en': 'Greensboro', 'cy': 'GreensboroCity name (optional, probably does not need a translation)'}"
"{'en': 'Greensboro\n', 'cy': 'GreensboroCity name (optional, probably does not need a translation)'}"
"{'en': 'Greensboro\n', 'cy': 'GreensboroCity name (optional, probably does not need a translation)'}"
"{'en': 'MODULE', 'cy': 'MODIWL'}"
"{'en': 'MODULE\n', 'cy': 'MODIWL'}"
"{'en': 'MODULE\n', 'cy': 'MODIWL'}"
"{'en': 'Urbaina', 'cy': 'UrbanaCity name (optional, probably does not need a translation)'}"
"{'en': 'Urbana\n', 'cy': 'UrbanaCity name (optional, probably does not need a translation)'}"
"{'en': 'Urbana\n', 'cy': 'UrbanaCity name (optional, probably does not need a translation)'}"
"{'en': 'Kashi', 'cy': 'Kashi昆明'}"
"{'en': 'Kashi\n', 'cy': 'Kashi昆明'}"
"{'en': 'Kashi\n', 'cy': 'Kashi昆明'}"
"{'en': 'Expected', 'cy': 'Amser Disgwyl'}"
"{'en': 'Due\n', 'cy': 'Amser Disgwyl'}"
"{'en': 'Due\n', 'cy': 'Amser Disgwyl'}"
"{'en': 'Hopkinsville', 'cy': 'HopkinsvilleCity name (optional, probably does not need a translation)'}"
"{'en': 'Hopkinsville\n', 'cy': 'HopkinsvilleCity name (optional, probably does not need a translation)'}"
"{'en': 'Hopkinsville\n', 'cy': 'HopkinsvilleCity name (optional, probably does not need a translation)'}"
"{'en': 'Puerto Rico', 'cy': 'Puerto Rico'}"
"{'en': 'Puerto Rico\n', 'cy': 'Puerto Rico'}"
"{'en': 'Puerto Rico\n', 'cy': 'Puerto Rico'}"
"{'en': 'White signature', 'cy': 'Llofnod Gwag'}"
"{'en': 'Blank Signature\n', 'cy': 'Llofnod Gwag'}"
"{'en': 'Blank Signature\n', 'cy': 'Llofnod Gwag'}"
"{'en': 'FLAC', 'cy': 'FLAC'}"
"{'en': 'FLAC\n', 'cy': 'FLAC'}"
"{'en': 'FLAC\n', 'cy': 'FLAC'}"
"{'en': 'Download Started', 'cy': 'Rheolydd LawrlwythoComment'}"
"{'en': 'Download Started\n', 'cy': 'Rheolydd LawrlwythoComment'}"
"{'en': 'Download Started\n', 'cy': 'Rheolydd LawrlwythoComment'}"
"{'en': 'Descending', 'cy': 'Disgynnol'}"
"{'en': 'Descending\n', 'cy': 'Disgynnol'}"
"{'en': 'Descending\n', 'cy': 'Disgynnol'}"
"{'en': 'Phoenix', 'cy': 'Phoenix'}"
"{'en': 'Phoenix\n', 'cy': 'Phoenix'}"
"{'en': 'Phoenix\n', 'cy': 'Phoenix'}"
"{'en': 'Montana', 'cy': 'Montana'}"
"{'en': 'Montana\n', 'cy': 'Montana'}"
"{'en': 'Montana\n', 'cy': 'Montana'}"
"{'en': 'Montpellier', 'cy': 'Montpellier'}"
"{'en': 'Montpellier\n', 'cy': 'Montpellier'}"
"{'en': 'Montpellier\n', 'cy': 'Montpellier'}"
"{'en': 'Neddy Harbour', 'cy': 'Bernard Harbour'}"
"{'en': 'Neddy Harbour\n', 'cy': 'Bernard Harbour'}"
"{'en': 'Neddy Harbour\n', 'cy': 'Bernard Harbour'}"
"{'en': 'Debugger', 'cy': 'DogfenniaethName'}"
"{'en': 'Debugger\n', 'cy': 'DogfenniaethName'}"
"{'en': 'Debugger\n', 'cy': 'DogfenniaethName'}"
"{'en': 'Ankarena', 'cy': 'Ankara/Esenboga'}"
"{'en': 'Ankarena\n', 'cy': 'Ankara/Esenboga'}"
"{'en': 'Ankarena\n', 'cy': 'Ankara/Esenboga'}"
"{'en': 'Diamond bar', 'cy': 'Diamond BarCity name (optional, probably does not need a translation)'}"
"{'en': 'Diamond Bar\n', 'cy': 'Diamond BarCity name (optional, probably does not need a translation)'}"
"{'en': 'Diamond Bar\n', 'cy': 'Diamond BarCity name (optional, probably does not need a translation)'}"
"{'en': 'width', 'cy': 'lled'}"
"{'en': 'width\n', 'cy': 'lled'}"
"{'en': 'width\n', 'cy': 'lled'}"
"{'en': 'Completed', 'cy': 'CyflawnwydSTART (Due DUE)'}"
"{'en': 'Completed\n', 'cy': 'CyflawnwydSTART (Due DUE)'}"
"{'en': 'Completed\n', 'cy': 'CyflawnwydSTART (Due DUE)'}"
"{'en': 'Campo Grande', 'cy': 'Campo Grande'}"
"{'en': 'Campo Grande\n', 'cy': 'Campo Grande'}"
"{'en': 'Campo Grande\n', 'cy': 'Campo Grande'}"
"{'en': 'Required participant', 'cy': 'Cyfranogwyr Angenrheidiol'}"
"{'en': 'Required Participant\n', 'cy': 'Cyfranogwyr Angenrheidiol'}"
"{'en': 'Required Participant\n', 'cy': 'Cyfranogwyr Angenrheidiol'}"
"{'en': 'Prince Albert', 'cy': 'Prince Albert'}"
"{'en': 'Prince Albert\n', 'cy': 'Prince Albert'}"
"{'en': 'Prince Albert\n', 'cy': 'Prince Albert'}"
"{'en': 'Guangzhou', 'cy': 'Guangzhou'}"
"{'en': 'Guangzhou\n', 'cy': 'Guangzhou'}"
"{'en': 'Guangzhou\n', 'cy': 'Guangzhou'}"
"{'en': 'Trieste', 'cy': 'Triesteitalyprovince. kgm'}"
"{'en': 'Trieste\n', 'cy': 'Triesteitalyprovince. kgm'}"
"{'en': 'Trieste\n', 'cy': 'Triesteitalyprovince. kgm'}"
"{'en': 'Chestnut', 'cy': 'ShawneeCity name (optional, probably does not need a translation)'}"
"{'en': 'Shawnee\n', 'cy': 'ShawneeCity name (optional, probably does not need a translation)'}"
"{'en': 'Shawnee\n', 'cy': 'ShawneeCity name (optional, probably does not need a translation)'}"
"{'en': 'Red', 'cy': 'Cochcolor'}"
"{'en': 'Red\n', 'cy': 'Cochcolor'}"
"{'en': 'Red\n', 'cy': 'Cochcolor'}"
"{'en': 'Saint Helena', 'cy': 'Saint Helena'}"
"{'en': 'Saint Helena\n', 'cy': 'Saint Helena'}"
"{'en': 'Saint Helena\n', 'cy': 'Saint Helena'}"
"{'en': 'Imperial', 'cy': 'Imperial'}"
"{'en': 'Imperial\n', 'cy': 'Imperial'}"
"{'en': 'Imperial\n', 'cy': 'Imperial'}"
"{'en': 'Arcata', 'cy': 'Arcata'}"
"{'en': 'Arcata\n', 'cy': 'Arcata'}"
"{'en': 'Arcata\n', 'cy': 'Arcata'}"
"{'en': 'United Kingdom of Great Britain and Northern Ireland', 'cy': 'Guam'}"
"{'en': 'Guam\n', 'cy': 'Guam'}"
"{'en': 'Guam\n', 'cy': 'Guam'}"
"{'en': 'Number', 'cy': 'Nage'}"
"{'en': 'No\n', 'cy': 'Nage'}"
"{'en': 'No\n', 'cy': 'Nage'}"
"{'en': 'Shenzhen', 'cy': 'Shenzhen太原'}"
"{'en': 'Shenzhen\n', 'cy': 'Shenzhen太原'}"
"{'en': 'Shenzhen\n', 'cy': 'Shenzhen太原'}"
"{'en': 'Type of tender', 'cy': 'Neges bromptio'}"
"{'en': 'Prompt Type\n', 'cy': 'Neges bromptio'}"
"{'en': 'Prompt Type\n', 'cy': 'Neges bromptio'}"
"{'en': 'Culpeper', 'cy': 'Culpeper'}"
"{'en': 'Culpeper\n', 'cy': 'Culpeper'}"
"{'en': 'Culpeper\n', 'cy': 'Culpeper'}"
"{'en': 'Nauru', 'cy': 'Nauru'}"
"{'en': 'Nauru\n', 'cy': 'Nauru'}"
"{'en': 'Nauru\n', 'cy': 'Nauru'}"
"{'en': 'Seoul', 'cy': 'Seoul'}"
"{'en': 'Seoul\n', 'cy': 'Seoul'}"
"{'en': 'Seoul\n', 'cy': 'Seoul'}"
"{'en': 'Bakeries', 'cy': 'Bakersfield'}"
"{'en': 'Bakersfield\n', 'cy': 'Bakersfield'}"
"{'en': 'Bakersfield\n', 'cy': 'Bakersfield'}"
"{'en': 'Mataró', 'cy': 'Materafrance. kgm'}"
"{'en': 'Mataró\n', 'cy': 'Materafrance. kgm'}"
"{'en': 'Mataró\n', 'cy': 'Materafrance. kgm'}"
"{'en': 'Rieti', 'cy': 'Rieti'}"
"{'en': 'Rieti\n', 'cy': 'Rieti'}"
"{'en': 'Rieti\n', 'cy': 'Rieti'}"
"{'en': 'Rovaniemi', 'cy': 'Roraimaeurope. kgm'}"
"{'en': 'Rovaniemi\n', 'cy': 'Roraimaeurope. kgm'}"
"{'en': 'Rovaniemi\n', 'cy': 'Roraimaeurope. kgm'}"
"{'en': 'Global', 'cy': 'Eang'}"
"{'en': 'Global\n', 'cy': 'Eang'}"
"{'en': 'Global\n', 'cy': 'Eang'}"
"{'en': 'Houston', 'cy': 'Houston'}"
"{'en': 'Houston\n', 'cy': 'Houston'}"
"{'en': 'Houston\n', 'cy': 'Houston'}"
"{'en': 'Corvallis', 'cy': 'Corvallis'}"
"{'en': 'Corvallis\n', 'cy': 'Corvallis'}"
"{'en': 'Corvallis\n', 'cy': 'Corvallis'}"
"{'en': 'Los Alamos', 'cy': 'Los Alamos'}"
"{'en': 'Los Alamos\n', 'cy': 'Los Alamos'}"
"{'en': 'Los Alamos\n', 'cy': 'Los Alamos'}"
"{'en': 'Burbank Bank', 'cy': 'Burbank'}"
"{'en': 'Burbank\n', 'cy': 'Burbank'}"
"{'en': 'Burbank\n', 'cy': 'Burbank'}"
"{'en': 'Very large', 'cy': 'Mawr Iawn'}"
"{'en': 'Very Large\n', 'cy': 'Mawr Iawn'}"
"{'en': 'Very Large\n', 'cy': 'Mawr Iawn'}"
"{'en': 'Bend South', 'cy': 'South Bend'}"
"{'en': 'South Bend\n', 'cy': 'South Bend'}"
"{'en': 'South Bend\n', 'cy': 'South Bend'}"
"{'en': 'Mansfield', 'cy': 'Mansfield'}"
"{'en': 'Mansfield\n', 'cy': 'Mansfield'}"
"{'en': 'Mansfield\n', 'cy': 'Mansfield'}"
"{'en': 'Canada', 'cy': 'CanadaName'}"
"{'en': 'Canada\n', 'cy': 'CanadaName'}"
"{'en': 'Canada\n', 'cy': 'CanadaName'}"
"{'en': 'Worksheet', 'cy': 'Taenlen'}"
"{'en': 'Spreadsheet\n', 'cy': 'Taenlen'}"
"{'en': 'Spreadsheet\n', 'cy': 'Taenlen'}"
"{'en': 'Santo Domingo', 'cy': 'Sto. Domingo'}"
"{'en': 'Santo Domingo\n', 'cy': 'Sto. Domingo'}"
"{'en': 'Santo Domingo\n', 'cy': 'Sto. Domingo'}"
"{'en': 'Nauru', 'cy': 'NauruName'}"
"{'en': 'Nauru\n', 'cy': 'NauruName'}"
"{'en': 'Nauru\n', 'cy': 'NauruName'}"
"{'en': 'Ghana', 'cy': 'Ghana'}"
"{'en': 'Ghana\n', 'cy': 'Ghana'}"
"{'en': 'Ghana\n', 'cy': 'Ghana'}"
"{'en': 'Baker Lake', 'cy': 'Baker Lake'}"
"{'en': 'Baker Lake\n', 'cy': 'Baker Lake'}"
"{'en': 'Baker Lake\n', 'cy': 'Baker Lake'}"
"{'en': 'Saturday', 'cy': 'Sadwrnfull weekday name'}"
"{'en': 'Saturday\n', 'cy': 'Sadwrnfull weekday name'}"
"{'en': 'Saturday\n', 'cy': 'Sadwrnfull weekday name'}"
"{'en': 'Excitement', 'cy': 'ExciteQuery'}"
"{'en': 'Excite\n', 'cy': 'ExciteQuery'}"
"{'en': 'Excite\n', 'cy': 'ExciteQuery'}"
"{'en': 'Haiti', 'cy': 'Haiti'}"
"{'en': 'Haiti\n', 'cy': 'Haiti'}"
"{'en': 'Haiti\n', 'cy': 'Haiti'}"
"{'en': 'Ogallala', 'cy': 'Ogallala'}"
"{'en': 'Ogallala\n', 'cy': 'Ogallala'}"
"{'en': 'Ogallala\n', 'cy': 'Ogallala'}"
"{'en': 'Spencer', 'cy': 'Spencer'}"
"{'en': 'Spencer\n', 'cy': 'Spencer'}"
"{'en': 'Spencer\n', 'cy': 'Spencer'}"
"{'en': 'Synchronize', 'cy': 'Cydweddu'}"
"{'en': 'Synchronize\n', 'cy': 'Cydweddu'}"
"{'en': 'Synchronize\n', 'cy': 'Cydweddu'}"
"{'en': 'Lie', 'cy': 'Menger'}"
"{'en': 'Menger\n', 'cy': 'Menger'}"
"{'en': 'Menger\n', 'cy': 'Menger'}"
"{'en': 'Pendillon', 'cy': 'Pendleton'}"
"{'en': 'Pendleton\n', 'cy': 'Pendleton'}"
"{'en': 'Pendleton\n', 'cy': 'Pendleton'}"
"{'en': 'Left', 'cy': 'Chwith'}"
"{'en': 'Left\n', 'cy': 'Chwith'}"
"{'en': 'Left\n', 'cy': 'Chwith'}"
"{'en': 'Colborne Port', 'cy': 'Port Colborne'}"
"{'en': 'Port Colborne\n', 'cy': 'Port Colborne'}"
"{'en': 'Port Colborne\n', 'cy': 'Port Colborne'}"
"{'en': 'Get down.', 'cy': 'I Lawr'}"
"{'en': 'Down\n', 'cy': 'I Lawr'}"
"{'en': 'Down\n', 'cy': 'I Lawr'}"
"{'en': 'Chittagong', 'cy': 'Chittagong Patengaঢাকা'}"
"{'en': 'Chittagong\n', 'cy': 'Chittagong Patengaঢাকা'}"
"{'en': 'Chittagong\n', 'cy': 'Chittagong Patengaঢাকা'}"
"{'en': 'Resettlement', 'cy': 'Sefydlu'}"
"{'en': 'Reinstalling\n', 'cy': 'Sefydlu'}"
"{'en': 'Reinstalling\n', 'cy': 'Sefydlu'}"
"{'en': 'Drawing indicator', 'cy': 'Arlunio Dangosydd'}"
"{'en': 'Draw Indicator\n', 'cy': 'Arlunio Dangosydd'}"
"{'en': 'Draw Indicator\n', 'cy': 'Arlunio Dangosydd'}"
"{'en': 'Official travel', 'cy': 'Teithioincidence category'}"
"{'en': 'Travel\n', 'cy': 'Teithioincidence category'}"
"{'en': 'Travel\n', 'cy': 'Teithioincidence category'}"
"{'en': 'Iraq', 'cy': 'Irac'}"
"{'en': 'Iraq\n', 'cy': 'Irac'}"
"{'en': 'Iraq\n', 'cy': 'Irac'}"
"{'en': 'Meeting of the Parties to the Convention on the Elimination of All Forms of Discrimination against Women', 'cy': 'Bonnard'}"
"{'en': 'Bonn\n', 'cy': 'Bonnard'}"
"{'en': 'Bonn\n', 'cy': 'Bonnard'}"
"{'en': 'Cape Canaveral', 'cy': 'Cape Canaveral'}"
"{'en': 'Cape Canaveral\n', 'cy': 'Cape Canaveral'}"
"{'en': 'Cape Canaveral\n', 'cy': 'Cape Canaveral'}"
"{'en': 'Spain', 'cy': 'Sbaen'}"
"{'en': 'Spain\n', 'cy': 'Sbaen'}"
"{'en': 'Spain\n', 'cy': 'Sbaen'}"
"{'en': 'No sounds', 'cy': 'Atal sain'}"
"{'en': 'No sounds\n', 'cy': 'Atal sain'}"
"{'en': 'No sounds\n', 'cy': 'Atal sain'}"
"{'en': 'Remove', 'cy': 'Tynnu'}"
"{'en': 'Remove\n', 'cy': 'Tynnu'}"
"{'en': 'Remove\n', 'cy': 'Tynnu'}"
"{'en': 'Cancel', 'cy': '@ action: button'}"
"{'en': 'Cancel\n', 'cy': '@ action: button'}"
"{'en': 'Cancel\n', 'cy': '@ action: button'}"
"{'en': 'Start date', 'cy': 'Dyddiad Dechrau'}"
"{'en': 'Start Date\n', 'cy': 'Dyddiad Dechrau'}"
"{'en': 'Start Date\n', 'cy': 'Dyddiad Dechrau'}"
"{'en': 'Red Baton', 'cy': 'Baton Rouge'}"
"{'en': 'Baton Rouge\n', 'cy': 'Baton Rouge'}"
"{'en': 'Baton Rouge\n', 'cy': 'Baton Rouge'}"
"{'en': 'McMinnville', 'cy': 'McMinnville'}"
"{'en': 'McMinnville\n', 'cy': 'McMinnville'}"
"{'en': 'McMinnville\n', 'cy': 'McMinnville'}"
"{'en': 'Kashoji', 'cy': 'Kashi'}"
"{'en': 'Kashoji\n', 'cy': 'Kashi'}"
"{'en': 'Kashoji\n', 'cy': 'Kashi'}"
"{'en': 'Virgo A', 'cy': 'Virgo Aobject name (optional)'}"
"{'en': 'Virgo A\n', 'cy': 'Virgo Aobject name (optional)'}"
"{'en': 'Virgo A\n', 'cy': 'Virgo Aobject name (optional)'}"
"{'en': 'The Puy', 'cy': 'Le Puy'}"
"{'en': 'Le Puy\n', 'cy': 'Le Puy'}"
"{'en': 'Le Puy\n', 'cy': 'Le Puy'}"
"{'en': 'Braunschweig', 'cy': 'Braunschweig'}"
"{'en': 'Braunschweig\n', 'cy': 'Braunschweig'}"
"{'en': 'Braunschweig\n', 'cy': 'Braunschweig'}"
"{'en': 'Konya', 'cy': 'Konya'}"
"{'en': 'Konya\n', 'cy': 'Konya'}"
"{'en': 'Konya\n', 'cy': 'Konya'}"
"{'en': 'Mr Ramstein (United Kingdom) thanked Mr Ramstein for his excellent work.', 'cy': 'RamsteinCity name (optional, probably does not need a translation)'}"
"{'en': 'Ramstein\n', 'cy': 'RamsteinCity name (optional, probably does not need a translation)'}"
"{'en': 'Ramstein\n', 'cy': 'RamsteinCity name (optional, probably does not need a translation)'}"
"{'en': 'Default View', 'cy': 'Golwg Rhagosodedig'}"
"{'en': 'Default View\n', 'cy': 'Golwg Rhagosodedig'}"
"{'en': 'Default View\n', 'cy': 'Golwg Rhagosodedig'}"
"{'en': 'Steam-boat springs', 'cy': 'Steamboat Springs'}"
"{'en': 'Steamboat Springs\n', 'cy': 'Steamboat Springs'}"
"{'en': 'Steamboat Springs\n', 'cy': 'Steamboat Springs'}"
"{'en': 'Braille models', 'cy': '& # 160; BrailleKCharselect unicode block name'}"
"{'en': 'Braille Patterns\n', 'cy': '& # 160; BrailleKCharselect unicode block name'}"
"{'en': 'Braille Patterns\n', 'cy': '& # 160; BrailleKCharselect unicode block name'}"
"{'en': 'Harlingen', 'cy': 'Harlingen'}"
"{'en': 'Harlingen\n', 'cy': 'Harlingen'}"
"{'en': 'Harlingen\n', 'cy': 'Harlingen'}"
"{'en': 'Yamaguchi', 'cy': 'Yamaguchi Ube'}"
"{'en': 'Yamaguchi\n', 'cy': 'Yamaguchi Ube'}"
"{'en': 'Yamaguchi\n', 'cy': 'Yamaguchi Ube'}"
"{'en': 'Gustavus', 'cy': 'Gustavus'}"
"{'en': 'Gustavus\n', 'cy': 'Gustavus'}"
"{'en': 'Gustavus\n', 'cy': 'Gustavus'}"
"{'en': 'Cancellation of the meeting', 'cy': 'Canslo Cyfarfod'}"
"{'en': 'Meeting Cancelation\n', 'cy': 'Canslo Cyfarfod'}"
"{'en': 'Meeting Cancelation\n', 'cy': 'Canslo Cyfarfod'}"
"{'en': 'Great.', 'cy': 'Super'}"
"{'en': 'Super\n', 'cy': 'Super'}"
"{'en': 'Super\n', 'cy': 'Super'}"
"{'en': 'Hebrew', 'cy': 'Hebraeg'}"
"{'en': 'Hebrew\n', 'cy': 'Hebraeg'}"
"{'en': 'Hebrew\n', 'cy': 'Hebraeg'}"
"{'en': 'North Adams', 'cy': 'North Adams'}"
"{'en': 'North Adams\n', 'cy': 'North Adams'}"
"{'en': 'North Adams\n', 'cy': 'North Adams'}"
"{'en': 'Saskatoon', 'cy': 'Saskatoon'}"
"{'en': 'Saskatoon\n', 'cy': 'Saskatoon'}"
"{'en': 'Saskatoon\n', 'cy': 'Saskatoon'}"
"{'en': 'Santa Cruz', 'cy': 'Santa Cruz'}"
"{'en': 'Santa Cruz\n', 'cy': 'Santa Cruz'}"
"{'en': 'Santa Cruz\n', 'cy': 'Santa Cruz'}"
"{'en': 'Bulgaria', 'cy': 'Bwlgaria'}"
"{'en': 'Bulgaria\n', 'cy': 'Bwlgaria'}"
"{'en': 'Bulgaria\n', 'cy': 'Bwlgaria'}"
"{'en': 'Euclid', 'cy': 'EuclidCity name (optional, probably does not need a translation)'}"
"{'en': 'Euclid\n', 'cy': 'EuclidCity name (optional, probably does not need a translation)'}"
"{'en': 'Euclid\n', 'cy': 'EuclidCity name (optional, probably does not need a translation)'}"
"{'en': 'Or.', 'cy': 'Golden'}"
